name,make,model,year,price,cylinders,transmission,trim,body,drivetrain
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,50184.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Jeep Wagoneer L Series II,Jeep,Wagoneer L,2024,87190.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,55399.0,4.0,8-Speed Automatic,Base,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,41391.0,4.0,6-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,2024,30020.0,3.0,8-Speed Automatic,Big Bend,SUV,Four-wheel Drive
2024 BMW i5 eDrive40,BMW,i5,2024,74695.0,Electric,1-Speed Automatic,eDrive40,Sedan,Rear-wheel Drive
2024 Jeep Grand Cherokee L Overland,Jeep,Grand Cherokee L,2024,66360.0,6.0,Automatic,Overland,SUV,Four-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,26500.0,4.0,CVT,SR,SUV,Front-wheel Drive
2024 Land Rover Defender P400 X-Dynamic SE,Land Rover,Defender,2024,77645.0,6.0,8-Speed Automatic,P400 X-Dynamic SE,SUV,Four-wheel Drive
2024 Jeep Wrangler 4xe Sahara,Jeep,Wrangler 4xe,2024,58648.0,4.0,8-Speed A/T,Sahara,SUV,Four-wheel Drive
2024 Chrysler Pacifica Touring-L,Chrysler,Pacifica,2024,46450.0,6.0,9-Speed Automatic,Touring-L,Passenger Van,All-wheel Drive
2024 Jeep Compass Limited,Jeep,Compass,2024,32687.714285714286,4.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Ford Edge SEL,Ford,Edge,2024,41195.0,4.0,8-Speed Automatic,SEL,SUV,All-wheel Drive
2024 Jeep Gladiator Sport,Jeep,Gladiator,2024,46791.0,6.0,Automatic,Sport,Pickup Truck,Four-wheel Drive
2024 GMC Yukon XL SLT,GMC,Yukon XL,2024,76648.0,8.0,Automatic,SLT,SUV,Rear-wheel Drive
2024 Audi SQ8 e-tron Premium Plus,Audi,SQ8 e-tron,2024,106215.0,Electric,Automatic,Premium Plus,SUV,All-wheel Drive
2024 Audi Q5 e 55 Prestige,Audi,Q5 e,2024,78695.0,4.0,7-Speed Automatic S tronic,55 Prestige,SUV,All-wheel Drive
2024 BMW X7 M60i,BMW,X7,2024,115445.0,8.0,8-Speed Automatic,M60i,SUV,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,34182.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Kia Sorento Hybrid EX,Kia,Sorento Hybrid,2024,39390.0,4.0,Automatic,EX,SUV,Front-wheel Drive
2024 Dodge Hornet GT Plus AWD,Dodge,Hornet,2024,38546.0,4.0,9-Speed 948TE Automatic,GT Plus AWD,SUV,All-wheel Drive
2024 Kia Seltos S,Kia,Seltos,2024,28630.0,4.0,Automatic CVT,S,SUV,All-wheel Drive
2024 RAM 2500 Tradesman,RAM,2500,2024,61865.0,8.0,8-Speed Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,26860.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Jeep Compass Latitude Lux,Jeep,Compass,2024,29826.0,4.0,8-Speed Automatic,Latitude Lux,SUV,Four-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,42597.0,4.0,6-Speed Automatic,R/T,SUV,All-wheel Drive
2024 Kia Niro SX Touring,Kia,Niro,2024,37135.0,4.0,Automatic,SX Touring,SUV,Front-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,52180.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,30900.0,4.0,9-Speed Automatic,GT,SUV,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Anniversary Edition,Jeep,Grand Cherokee 4xe,2024,61506.0,4.0,Automatic,Anniversary Edition,SUV,Four-wheel Drive
2024 Ford Escape ST-Line,Ford,Escape,2024,33590.0,4.0,CVT,ST-Line,SUV,Front-wheel Drive
2024 Ford Escape S,Ford,Escape,2024,41765.0,4.0,CVT,S,SUV,Front-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,50377.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Chevrolet Silverado 1500 LT Trail Boss,Chevrolet,Silverado 1500,2024,65416.0,8.0,automatic w/paddle shifters,LT Trail Boss,Pickup Truck,Four-wheel Drive
2024 Hyundai Santa Cruz 2.5T Limited,Hyundai,Santa Cruz,2024,43299.0,4.0,8-Speed Automatic with Auto-Shift,2.5T Limited,Pickup Truck,All-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,47744.0,6.0,Automatic,Limited,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,53455.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Ford Transit-250 Base,Ford,Transit-250,2024,52853.0,6.0,Automatic,Base,Cargo Van,Rear-wheel Drive
2024 Ford Bronco Wildtrak,Ford,Bronco,2024,69035.0,6.0,10-Speed Automatic,Wildtrak,SUV,Four-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,32485.0,4.0,9 Spd Automatic,GT AWD,SUV,All-wheel Drive
2024 Kia Niro EX,Kia,Niro,2024,31860.0,4.0,A/T,EX,SUV,Front-wheel Drive
2024 Subaru Outback Wilderness,Subaru,Outback,2024,44354.0,4.0,Automatic CVT,Wilderness,SUV,All-wheel Drive
2024 Hyundai Elantra HEV Blue,Hyundai,Elantra HEV,2024,27080.0,4.0,Automatic,Blue,Sedan,Front-wheel Drive
2024 Acura MDX Technology,Acura,MDX,2024,56800.0,6.0,10-Speed Automatic,Technology,SUV,Front-wheel Drive
2024 Kia EV6 Wind,Kia,EV6,2024,43348.0,Electric,Automatic,Wind,SUV,All-wheel Drive
2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,2024,49770.0,Electric,1-Speed Automatic,Premium,SUV,All-wheel Drive
2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,2024,64214.0,6.0,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,Four-wheel Drive
2024 RAM 3500 Laramie Crew Cab 4x4 8' Box,RAM,3500,2024,82523.0,6.0,Automatic,Laramie Crew Cab 4x4 8&#39; Box,Pickup Truck,Four-wheel Drive
2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,2024,117985.0,Electric,Automatic,Base 4MATIC,Sedan,All-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,49496.0,8.0,Automatic,LT,Pickup Truck,Four-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,43135.0,4.0,Automatic,LT,Pickup Truck,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28867.0,4.0,Automatic,Latitude,SUV,Four-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,35490.0,4.0,8-Speed Automatic,X-Line,SUV,All-wheel Drive
2024 Honda Prologue TOURING,Honda,Prologue,2024,55800.0,Electric,1-Speed Automatic,TOURING,SUV,All-wheel Drive
2024 Honda Prologue TOURING,Honda,Prologue,2024,55800.0,Electric,1-Speed Automatic,TOURING,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid Blue,Hyundai,Tucson Hybrid,2024,33109.0,4.0,6-Speed Automatic,Blue,SUV,All-wheel Drive
2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,2024,54949.0,4.0,Automatic,Premium,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,39832.0,4.0,6-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Hyundai IONIQ 5 Limited,Hyundai,IONIQ 5,2024,51765.0,Electric,1-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Ford Mustang Mach-E Select,Ford,Mustang Mach-E,2024,45780.0,Electric,1-Speed Automatic,Select,SUV,All-wheel Drive
2024 RAM 2500 Tradesman,RAM,2500,2024,46670.0,8.0,8-Speed Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Ford Expedition Platinum,Ford,Expedition,2024,88135.0,6.0,10-Speed Automatic,Platinum,SUV,Four-wheel Drive
2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,2024,45289.0,Electric,1-Speed Automatic,SEL,SUV,All-wheel Drive
2024 Ford Edge SE,Ford,Edge,2024,41903.11111111111,4.0,8-Speed Automatic,SE,SUV,All-wheel Drive
2024 Jeep Grand Cherokee Altitude,Jeep,Grand Cherokee,2024,43585.0,6.0,Automatic,Altitude,SUV,Four-wheel Drive
2024 Chrysler Pacifica Touring-L,Chrysler,Pacifica,2024,46163.0,6.0,9-Speed Automatic,Touring-L,Passenger Van,Front-wheel Drive
2024 Jeep Wrangler 4xe Sport,Jeep,Wrangler 4xe,2024,49550.0,4.0,8-Speed Automatic,Sport,SUV,Four-wheel Drive
2024 Volkswagen Jetta 1.5T S,Volkswagen,Jetta,2024,22260.0,4.0,8-Speed Automatic,1.5T S,Sedan,Front-wheel Drive
2024 Dodge Durango Pursuit,Dodge,Durango,2024,50049.0,6.0,8-Speed Automatic,Pursuit,SUV,All-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,47744.0,6.0,Automatic,Limited,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,54899.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,84860.0,6.0,6-Speed Automatic,Laramie,Pickup Truck,Four-wheel Drive
2024 RAM 2500 Tradesman,RAM,2500,2024,71846.0,6.0,Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Dodge Hornet R/T Plus EAWD,Dodge,Hornet,2024,46490.0,4.0,6-Speed Automatic,R/T Plus EAWD,SUV,All-wheel Drive
2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,2024,51785.0,Electric,1-Speed Automatic,Premium,SUV,All-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,49180.0,8.0,Automatic,LT,Pickup Truck,Four-wheel Drive
2024 Hyundai IONIQ 6 SEL,Hyundai,IONIQ 6,2024,50945.0,Electric,Automatic,SEL,Sedan,All-wheel Drive
2024 Volkswagen Taos 1.5T SEL,Volkswagen,Taos,2024,35683.0,4.0,7-Speed DSG Automatic with Tiptronic,1.5T SEL,SUV,All-wheel Drive
2024 Ford Expedition Limited,Ford,Expedition,2024,84190.0,6.0,10-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Hyundai Sonata Hybrid Limited,Hyundai,Sonata Hybrid,2024,38870.0,4.0,6-Speed Automatic,Limited,Sedan,Front-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,47080.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Jeep Wrangler 4xe Rubicon X,Jeep,Wrangler 4xe,2024,54226.0,4.0,Automatic,Rubicon X,SUV,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,33255.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,2024,45373.0,Electric,1-Speed Automatic,SEL,SUV,All-wheel Drive
2024 Jeep Wrangler Sport S,Jeep,Wrangler,2024,48612.0,6.0,Automatic,Sport S,SUV,Four-wheel Drive
2024 Hyundai Santa Cruz 2.5L SEL,Hyundai,Santa Cruz,2024,37100.0,4.0,8-Speed Automatic,2.5L SEL,Pickup Truck,All-wheel Drive
2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,2024,59205.0,4.0,8-Speed Automatic,Premium Plus,SUV,All-wheel Drive
2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,2024,31390.0,3.0,Automatic,Big Bend,SUV,Four-wheel Drive
2024 Hyundai Palisade SEL,Hyundai,Palisade,2024,46905.0,6.0,8-Speed Automatic,SEL,SUV,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,Hyundai,Santa Cruz,2024,36499.0,4.0,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,All-wheel Drive
2024 BMW i4 Gran Coupe M50,BMW,i4 Gran Coupe,2024,79300.0,Electric,1-Speed Automatic,M50,Hatchback,All-wheel Drive
2024 RAM 2500 Power Wagon,RAM,2500,2024,74990.0,6.0,Automatic,Power Wagon,Pickup Truck,Four-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,55399.0,4.0,8-Speed Automatic,Base,SUV,All-wheel Drive
2024 Honda CR-V Hybrid Sport-L,Honda,CR-V Hybrid,2024,40355.0,4.0,Automatic CVT,Sport-L,SUV,All-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,41977.80327868852,4.0,9-Speed Automatic,GT,SUV,All-wheel Drive
2024 Hyundai Sonata Hybrid Limited,Hyundai,Sonata Hybrid,2024,38870.0,4.0,6-Speed Automatic,Limited,Sedan,Front-wheel Drive
2024 BMW 740 i,BMW,740,2024,103045.0,6.0,8-Speed Automatic,i,Sedan,Rear-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,28997.0,4.0,7-Speed DSGA? Automatic w/ 4MO,1.5T SE,SUV,All-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,29066.0,4.0,8-Speed Automatic with Tiptronic,1.5T SE,SUV,Front-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,72066.64583333333,6.0,6-Speed Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 GMC Terrain SLE,GMC,Terrain,2024,33092.0,4.0,9-Speed Automatic,SLE,SUV,All-wheel Drive
2024 Hyundai Palisade SEL,Hyundai,Palisade,2024,47100.0,6.0,8-Speed Automatic,SEL,SUV,All-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,32406.0,4.0,8-speed automatic,1.5T SE,SUV,Front-wheel Drive
2024 Ford Explorer XLT,Ford,Explorer,2024,40145.0,4.0,10-Speed Automatic,XLT,SUV,Rear-wheel Drive
2024 Nissan Kicks SV,Nissan,Kicks,2024,24600.0,4.0,CVT,SV,SUV,Front-wheel Drive
2024 Jeep Grand Cherokee 4xe Summit,Jeep,Grand Cherokee 4xe,2024,69201.0,4.0,8-Speed Automatic,Summit,SUV,Four-wheel Drive
2024 Nissan Versa S,Nissan,Versa,2024,17994.0,4.0,Automatic CVT,S,Sedan,Front-wheel Drive
2024 Ford Escape ST-Line Elite,Ford,Escape,2024,40630.0,4.0,8-Speed Automatic,ST-Line Elite,SUV,All-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,49075.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Volkswagen Jetta 1.4T S,Volkswagen,Jetta,2024,23160.0,4.0,8-Speed Automatic with Tiptronic,1.4T S,Sedan,Front-wheel Drive
2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,2024,52180.0,Electric,1-Speed Automatic,Premium,SUV,All-wheel Drive
2024 Hyundai IONIQ 5 Limited,Hyundai,IONIQ 5,2024,59255.0,Electric,1-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Ford Transit-250 Base,Ford,Transit-250,2024,51803.0,6.0,Automatic,Base,Cargo Van,Rear-wheel Drive
2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,2024,67784.0,4.0,8-Speed Automatic,Trailhawk,SUV,Four-wheel Drive
2024 Hyundai Santa Cruz 2.5T NIGHT,Hyundai,Santa Cruz,2024,40449.0,4.0,8-Speed Automatic with Auto-Shift,2.5T NIGHT,Pickup Truck,All-wheel Drive
2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,2024,30188.0,4.0,6-Speed Automatic Electronic with Overdrive,1LT,SUV,Front-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,59420.0,4.0,Automatic,Base,SUV,All-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,60080.0,4.0,8-Speed Automatic,Base,SUV,All-wheel Drive
2024 Audi Q8 e-tron Premium,Audi,Q8 e-tron,2024,84530.0,Electric,Automatic,Premium,SUV,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,30525.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Honda Passport TrailSport,Honda,Passport,2024,44850.0,6.0,9-Speed Automatic,TrailSport,SUV,All-wheel Drive
2024 Cadillac LYRIQ Sport w/1SF,Cadillac,LYRIQ,2024,83665.0,Electric,Automatic,Sport w/1SF,SUV,Rear-wheel Drive
2024 Nissan Titan SV,Nissan,Titan,2024,47105.0,8.0,Automatic,SV,Pickup Truck,Four-wheel Drive
2024 Jeep Compass Limited,Jeep,Compass,2024,38736.0,4.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28265.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Jeep Wrangler 4xe Sahara,Jeep,Wrangler 4xe,2024,58230.0,4.0,8-Speed Automatic,Sahara,SUV,Four-wheel Drive
2024 Jeep Wrangler 4xe Rubicon,Jeep,Wrangler 4xe,2024,67190.0,4.0,8-Speed Automatic,Rubicon,SUV,Four-wheel Drive
2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,2024,45738.0,Electric,1-Speed Automatic,SEL,SUV,All-wheel Drive
2024 Ford Escape Active,Ford,Escape,2024,30278.0,3.0,8-Speed Shiftable Automatic,Active,SUV,Front-wheel Drive
2024 Ford Escape ST-Line,Ford,Escape,2024,34572.0,3.0,8-Speed Automatic,ST-Line,SUV,All-wheel Drive
2024 Jeep Wrangler 4xe Rubicon,Jeep,Wrangler 4xe,2024,66960.0,4.0,8-Speed Automatic,Rubicon,SUV,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,31535.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Chevrolet Equinox LS,Chevrolet,Equinox,2024,30955.0,4.0,Automatic,LS,SUV,All-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,34698.0,4.0,9-Speed Automatic,GT,SUV,All-wheel Drive
2024 Ford Escape ST-Line,Ford,Escape,2024,32138.0,3.0,8-Speed Automatic,ST-Line,SUV,All-wheel Drive
2024 Ford Transit-250 Base,Ford,Transit-250,2024,61248.0,6.0,Automatic,Base,Cargo Van,Rear-wheel Drive
2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,2024,46920.0,Electric,1-Speed Automatic,Premium,SUV,All-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,40925.0,6.0,Automatic,Laredo,SUV,Four-wheel Drive
2024 Chevrolet Silverado 1500 ZR2,Chevrolet,Silverado 1500,2024,76475.0,8.0,10-Speed Automatic,ZR2,Pickup Truck,Four-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,49180.0,8.0,Automatic,LT,Pickup Truck,Four-wheel Drive
2024 Jeep Grand Cherokee Summit,Jeep,Grand Cherokee,2024,65360.0,6.0,Automatic,Summit,SUV,Four-wheel Drive
2024 Chevrolet Silverado 1500 Custom Trail Boss,Chevrolet,Silverado 1500,2024,47650.0,8.0,10-Speed Automatic,Custom Trail Boss,Pickup Truck,Four-wheel Drive
2024 Honda Odyssey EX-L,Honda,Odyssey,2024,41705.0,6.0,10-Speed Automatic,EX-L,Passenger Van,Front-wheel Drive
2024 Hyundai IONIQ 5 Disney100 Platinum Edition,Hyundai,IONIQ 5,2024,54495.0,Electric,1-Speed Automatic,Disney100 Platinum Edition,SUV,All-wheel Drive
2024 Hyundai Elantra HEV Limited,Hyundai,Elantra HEV,2024,30335.0,4.0,Automatic,Limited,Sedan,Front-wheel Drive
2024 Hyundai Tucson Hybrid Blue,Hyundai,Tucson Hybrid,2024,33695.0,4.0,6-Speed Automatic,Blue,SUV,All-wheel Drive
2024 Volkswagen Jetta 1.5T SEL,Volkswagen,Jetta,2024,29374.0,4.0,8-Speed Automatic,1.5T SEL,Sedan,Front-wheel Drive
2024 Jeep Wrangler 4xe Sport,Jeep,Wrangler 4xe,2024,51350.0,4.0,8-Speed Automatic,Sport,SUV,Four-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,35744.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 Hyundai Elantra HEV Blue,Hyundai,Elantra HEV,2024,25975.0,4.0,6-Speed DCT Automatic,Blue,Sedan,Front-wheel Drive
2024 Toyota Tundra Hybrid Limited,Toyota,Tundra Hybrid,2024,68256.0,6.0,10-Speed Automatic,Limited,Pickup Truck,Four-wheel Drive
2024 RAM ProMaster 3500 Base,RAM,ProMaster 3500,2024,67749.0,6.0,9-Speed Automatic,Base,Cargo Van,Front-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,49735.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,49885.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Toyota Corolla Cross LE,Toyota,Corolla Cross,2024,30499.0,4.0,Automatic CVT,LE,SUV,All-wheel Drive
2024 Kia EV6 Wind,Kia,EV6,2024,41991.0,Electric,Automatic,Wind,SUV,All-wheel Drive
2024 Ford Explorer XLT,Ford,Explorer,2024,40145.0,4.0,10-Speed Automatic,XLT,SUV,Rear-wheel Drive
2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,2024,54939.0,4.0,Automatic,Premium,SUV,All-wheel Drive
2024 Jeep Wagoneer L Series II,Jeep,Wagoneer L,2024,83845.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 Chevrolet Equinox EV RS,Chevrolet,Equinox EV,2024,47495.0,Electric,Automatic,RS,SUV,Front-wheel Drive
2024 Jeep Grand Wagoneer Series III,Jeep,Grand Wagoneer,2024,124250.0,6.0,8-Speed Automatic,Series III,SUV,Four-wheel Drive
2024 Mercedes-Benz Sprinter 2500 High Roof,Mercedes-Benz,Sprinter 2500,2024,65129.0,4.0,Automatic,High Roof,Pickup Truck,Rear-wheel Drive
2024 Ford Mustang Mach-E Select,Ford,Mustang Mach-E,2024,49785.0,Electric,1-Speed Automatic,Select,SUV,All-wheel Drive
2024 Cadillac XT5 Luxury,Cadillac,XT5,2024,47225.0,4.0,9-Speed Automatic,Luxury,SUV,All-wheel Drive
2024 Hyundai Santa Cruz 2.5L SEL,Hyundai,Santa Cruz,2024,31610.0,4.0,8-Speed Automatic,2.5L SEL,Pickup Truck,All-wheel Drive
2024 Toyota Tundra Hybrid 1794 Edition,Toyota,Tundra Hybrid,2024,72977.0,6.0,10-Speed Automatic,1794 Edition,Pickup Truck,Four-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,36734.0,4.0,9-Speed 948TE Automatic,GT AWD,SUV,All-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,61330.0,6.0,6-Speed Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Hyundai Kona SEL,Hyundai,Kona,2024,32009.0,4.0,Automatic CVT,SEL,SUV,All-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,49229.0,8.0,Automatic,LT,Pickup Truck,Four-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,56995.0,4.0,Automatic,Base,SUV,All-wheel Drive
2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,2024,34472.0,4.0,6-Speed Automatic,1LT,SUV,All-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,25410.0,4.0,Automatic CVT,SR,SUV,Front-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,41977.80327868852,4.0,6-Speed Automatic,R/T,SUV,All-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,49885.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Toyota Corolla LE,Toyota,Corolla,2024,22623.0,4.0,Automatic CVT,LE,Sedan,Front-wheel Drive
2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,2024,45830.0,Electric,Automatic,SEL,SUV,All-wheel Drive
2024 Volkswagen Jetta 1.4T SEL,Volkswagen,Jetta,2024,29895.0,4.0,8-Speed Automatic with Tiptronic,1.4T SEL,Sedan,Front-wheel Drive
2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,2024,44713.0,Electric,1-Speed Automatic,SEL,SUV,All-wheel Drive
2024 RAM ProMaster 3500 Base,RAM,ProMaster 3500,2024,68095.0,6.0,9-Speed Automatic,Base,Cargo Van,Front-wheel Drive
2024 Volkswagen Jetta 1.4T S,Volkswagen,Jetta,2024,24348.0,4.0,8-Speed Automatic with Tiptronic,1.4T S,Sedan,Front-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,65260.0,6.0,Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 GMC Terrain Denali,GMC,Terrain,2024,40980.0,4.0,9-Speed Automatic,Denali,SUV,All-wheel Drive
2024 Honda CR-V Hybrid Sport,Honda,CR-V Hybrid,2024,36900.0,4.0,Automatic CVT,Sport,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,37275.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,72294.0,6.0,Automatic,Laramie,Pickup Truck,Four-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,51625.0,4.0,8-Speed Automatic,Base,SUV,All-wheel Drive
2024 Hyundai Kona Limited,Hyundai,Kona,2024,30829.0,4.0,8-Speed Automatic,Limited,SUV,Front-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,44826.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,38122.0,4.0,9-Speed Automatic,GT,SUV,All-wheel Drive
2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,2024,47451.0,6.0,Automatic,Altitude,SUV,Four-wheel Drive
2024 Jeep Wrangler 4xe Sahara,Jeep,Wrangler 4xe,2024,58840.0,4.0,8-Speed Automatic,Sahara,SUV,Four-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,32837.0,4.0,Automatic,GT AWD,SUV,All-wheel Drive
2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,2024,31390.0,3.0,Automatic,Big Bend,SUV,Four-wheel Drive
2024 Chrysler Pacifica Touring-L,Chrysler,Pacifica,2024,54403.0,6.0,9-Speed Automatic,Touring-L,Passenger Van,All-wheel Drive
2024 Toyota Tundra Hybrid Platinum,Toyota,Tundra Hybrid,2024,71146.0,6.0,10-Speed Automatic,Platinum,Pickup Truck,Rear-wheel Drive
